Airline,Source,Destination,Duration,Total_Stops,Additional_Info,Price,Journey_Day,Journey_Month,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min
8,1,4,135,4,8,3597.0,3,5,8,20,10,35
0,3,0,955,0,8,6810.0,6,6,7,35,23,30
10,1,4,135,4,8,3687.0,1,5,7,5,9,20
1,2,1,965,0,8,6482.0,21,3,17,20,9,25
4,4,3,1430,0,8,19595.0,6,3,17,0,16,50
3,2,1,290,0,8,6147.0,15,6,15,10,20,0
4,3,0,1005,0,8,10953.0,6,5,17,0,9,45
8,3,0,140,4,8,3873.0,24,4,22,20,0,40
4,0,5,900,0,8,14815.0,6,3,14,5,5,5
6,2,1,845,0,8,10678.0,6,6,4,55,19,0
4,2,1,800,0,5,14053.0,9,3,15,5,4,25
4,3,0,750,0,5,10539.0,12,6,9,35,22,5
4,0,5,435,0,8,16946.0,18,3,14,5,21,20
3,2,1,185,4,8,7673.0,3,3,14,30,17,35
1,0,5,170,4,8,4441.0,24,3,13,20,16,10
4,0,2,175,4,5,4544.0,15,4,11,10,14,5
3,3,0,155,4,8,4804.0,24,4,15,30,18,5
4,2,1,1655,0,5,5406.0,1,4,9,0,12,35
1,4,3,80,4,8,3100.0,3,4,6,20,7,40
4,2,1,1195,1,5,11150.0,27,6,23,5,19,0
3,0,2,180,4,8,4823.0,6,4,16,55,19,55
8,4,3,90,4,7,1965.0,3,5,5,45,7,15
4,2,1,885,0,5,10262.0,24,6,21,50,12,35
3,2,1,515,0,8,6674.0,6,6,7,35,16,10
4,2,1,1165,0,8,15764.0,6,3,9,0,4,25
4,3,0,1595,0,5,7064.0,1,4,20,0,22,35
4,2,1,300,0,5,10262.0,6,6,14,0,19,0
3,3,0,290,0,8,5069.0,1,5,8,10,13,0
6,2,1,440,0,8,11789.0,6,6,11,40,19,0
1,3,0,1665,1,8,15164.0,1,5,10,0,13,45
1,2,1,180,4,8,6094.0,6,6,14,10,17,10
8,0,2,170,4,7,4885.0,21,4,9,30,12,20
0,0,2,165,4,8,3383.0,21,6,11,10,13,55
6,2,1,515,0,8,6673.0,27,3,17,0,1,35
4,0,2,180,4,5,4544.0,27,4,7,10,10,10
4,2,1,485,1,5,8367.0,21,3,10,45,18,50
2,0,2,170,4,8,3898.0,3,6,11,40,14,30
4,3,0,510,0,5,10844.0,9,6,14,5,22,35
6,2,1,665,0,8,12327.0,27,3,2,15,13,20
8,2,1,270,0,7,6356.0,21,3,8,45,13,15
1,0,2,170,4,8,5228.0,15,5,21,5,23,55
1,0,5,2025,1,8,10835.0,18,3,6,45,16,30
3,0,2,170,4,8,3943.0,21,6,4,0,6,50
4,2,1,1485,0,8,14714.0,1,6,18,15,19,0
1,3,0,1810,1,8,11883.0,6,5,5,50,12,0
10,3,0,1625,0,8,8610.0,12,6,20,20,23,25
6,2,1,920,0,8,6513.0,15,5,7,10,22,30
4,2,1,1570,0,5,12898.0,21,5,2,15,4,25
1,2,1,1275,1,8,10861.0,1,6,22,0,19,15
3,4,3,90,4,8,4049.0,21,6,19,5,20,35
4,0,5,1045,0,8,13555.0,18,3,11,40,5,5
4,2,1,1005,0,8,16079.0,27,5,2,15,19,0
3,2,1,195,4,8,7673.0,6,3,5,35,8,50
7,2,1,620,0,8,10161.0,21,3,8,55,19,15
4,2,1,620,0,5,10262.0,12,6,2,15,12,35
8,3,0,155,4,8,3873.0,3,5,6,55,9,30
8,0,2,175,4,8,3311.0,3,6,21,10,0,5
3,2,1,575,0,8,13611.0,9,3,16,0,1,35
1,2,1,435,1,8,11858.0,6,3,12,0,19,15
6,2,1,535,0,8,9316.0,27,5,10,20,19,15
3,0,2,175,4,8,4823.0,1,4,7,10,10,5
4,3,0,845,0,8,13941.0,12,5,20,0,10,5
4,2,1,1125,1,5,13029.0,27,5,9,40,4,25
8,3,0,155,4,8,3873.0,12,4,6,55,9,30
3,0,2,165,4,8,4591.0,12,4,1,30,4,15
10,4,3,850,0,8,12395.0,6,3,8,45,22,55
3,4,3,90,4,8,3603.0,21,3,2,30,4,0
3,3,0,155,4,8,4804.0,1,5,15,30,18,5
3,0,2,175,4,8,4823.0,21,5,18,25,21,20
4,2,1,440,0,8,13244.0,21,3,11,30,18,50
0,3,0,710,0,8,6785.0,24,3,7,35,19,25
1,4,3,80,4,8,3100.0,24,6,6,20,7,40
6,2,1,450,0,8,7198.0,12,6,18,0,1,30
4,2,1,560,1,8,13014.0,27,6,9,40,19,0
1,2,1,1490,1,8,20416.0,6,3,6,50,7,40
1,2,1,1275,1,8,10441.0,6,6,22,0,19,15
1,0,5,1490,0,8,11528.0,1,3,10,30,11,20
1,3,0,1100,1,8,14083.0,6,5,7,0,1,20
3,1,4,140,4,8,3597.0,15,5,19,35,21,55
1,3,0,445,1,8,7662.0,12,6,5,50,13,15
3,0,2,170,4,8,4823.0,6,6,8,30,11,20
1,2,1,2280,2,8,10703.0,27,6,5,15,19,15
4,4,3,85,4,8,8040.0,12,6,7,5,8,30
10,0,2,160,4,8,4668.0,24,6,7,0,9,40
1,2,1,185,4,8,6304.0,12,5,18,5,21,10
1,4,3,1795,1,8,14219.0,6,3,6,0,11,55
8,3,0,150,4,7,3841.0,1,5,17,10,19,40
6,2,1,480,0,8,13587.0,27,5,13,0,21,0
1,3,0,875,1,8,12093.0,18,5,5,50,20,25
8,2,1,315,0,8,5899.0,27,4,6,5,11,20
1,4,3,90,4,8,3100.0,12,5,13,55,15,25
1,0,2,165,4,8,5438.0,12,5,17,0,19,45
3,0,2,175,4,8,5780.0,18,4,18,55,21,50
1,3,0,955,1,8,11668.0,9,6,9,25,1,20
3,0,5,175,4,8,11934.0,1,3,7,10,10,5
4,2,1,505,1,8,16263.0,27,6,20,0,4,25
3,2,1,420,0,8,14871.0,6,3,18,35,1,35
8,0,2,170,4,7,3573.0,24,5,9,30,12,20
1,2,1,1305,1,8,12497.0,3,3,21,30,19,15
1,2,1,185,4,8,5411.0,21,6,18,5,21,10
3,2,1,665,0,8,6600.0,9,6,5,5,16,10
3,3,0,295,0,8,11160.0,6,6,9,20,14,15
4,4,3,1415,1,8,22950.0,6,3,17,15,16,50
8,3,0,315,0,8,4649.0,24,5,15,5,20,20
4,2,1,1375,1,8,15129.0,21,5,5,30,4,25
3,2,1,195,4,8,8626.0,12,5,21,5,0,20
4,2,1,1280,0,8,17234.0,6,3,7,5,4,25
4,0,5,450,0,5,7832.0,21,3,5,45,13,15
1,4,3,85,4,8,3100.0,18,6,15,0,16,25
4,3,0,1730,0,5,9314.0,9,5,9,35,14,25
4,2,1,620,0,8,14714.0,1,6,2,15,12,35
4,2,1,1000,1,8,13882.0,15,6,11,45,4,25
4,2,1,425,1,8,16274.0,9,5,5,30,12,35
6,2,1,440,0,8,15135.0,6,3,11,30,18,50
3,0,5,175,4,8,6144.0,24,3,21,20,0,15
4,2,1,1475,1,8,9483.0,27,3,19,10,19,45
1,2,1,1490,1,8,14431.0,15,5,6,50,7,40
6,2,1,455,0,5,6093.0,24,6,14,55,22,30
6,2,1,660,0,8,7888.0,21,5,10,0,21,0
3,2,1,975,0,8,7503.0,15,5,9,15,1,30
1,3,0,890,0,8,6117.0,6,5,19,0,9,50
4,2,1,590,0,8,17024.0,3,3,9,0,18,50
4,3,0,800,0,8,12681.0,1,4,18,55,8,15
6,2,1,505,0,8,10678.0,24,6,10,35,19,0
4,3,0,1655,0,8,13759.0,24,3,8,25,12,0
8,4,3,90,4,8,2017.0,3,6,22,45,0,15
8,0,2,170,4,7,4885.0,15,6,9,30,12,20
6,2,1,795,0,8,10786.0,27,5,6,0,19,15
10,4,3,1555,0,8,12080.0,12,3,7,30,9,25
3,3,0,155,4,8,4804.0,9,6,20,20,22,55
1,2,1,1335,0,8,6587.0,21,3,21,0,19,15
4,2,1,820,1,5,8728.0,27,3,5,10,18,50
0,2,1,625,0,8,7452.0,18,5,20,45,7,10
3,0,2,170,4,8,4823.0,6,6,20,0,22,50
6,2,1,925,0,8,8310.0,9,5,7,5,22,30
10,0,2,170,4,8,5403.0,1,4,11,30,14,20
4,2,1,1320,1,8,13376.0,9,6,14,35,12,35
6,2,1,505,0,8,10877.0,3,6,10,35,19,0
4,0,5,1555,0,8,14815.0,6,3,22,50,0,45
3,2,1,570,0,8,6558.0,21,3,6,40,16,10
6,2,1,720,0,8,14067.0,21,5,9,0,21,0
6,2,1,585,0,8,9627.0,21,5,9,15,19,0
4,2,1,1425,0,8,14714.0,3,6,19,15,19,0
3,2,1,195,4,8,5000.0,9,5,5,35,8,50
7,2,1,900,0,8,9845.0,21,3,6,0,21,0
4,3,0,1285,0,5,10844.0,18,5,18,55,16,20
3,2,1,515,0,8,7048.0,27,3,4,45,13,20
4,3,0,1520,0,8,12692.0,12,6,9,35,10,55
4,2,1,1260,0,5,13843.0,9,3,21,50,18,50
4,0,5,1055,0,5,7832.0,21,3,14,5,7,40
3,4,3,90,4,8,4049.0,1,6,9,15,10,45
4,2,1,650,0,8,12242.0,27,3,8,0,18,50
4,2,1,1425,0,5,10262.0,24,6,19,15,19,0
4,3,0,685,0,8,14571.0,9,6,8,25,19,50
8,3,0,150,4,8,4174.0,24,5,17,10,19,40
6,2,1,395,0,8,11264.0,27,5,6,0,12,35
3,3,0,160,4,8,4174.0,18,4,21,25,0,5
3,1,4,145,4,8,3540.0,12,6,5,15,7,40
10,3,0,790,0,8,9345.0,18,5,7,10,20,20
1,2,1,1595,1,8,9653.0,6,6,16,40,19,15
3,4,3,85,4,8,3342.0,18,3,6,20,7,45
6,2,1,930,0,8,8073.0,18,5,10,0,1,30
4,3,0,855,0,5,7064.0,1,4,6,30,20,45
4,2,1,1320,1,8,13376.0,27,6,14,35,12,35
6,2,1,625,0,8,15135.0,6,3,8,25,18,50
1,3,0,625,0,8,10413.0,24,5,10,0,20,25
10,3,0,865,0,8,9187.0,1,5,20,20,10,45
4,2,1,1620,1,8,13292.0,1,6,9,35,12,35
3,2,1,515,0,8,6674.0,9,3,7,35,16,10
3,2,1,480,0,8,8330.0,9,5,17,30,1,30
6,2,1,740,0,8,11200.0,1,6,6,40,19,0
4,2,1,1595,0,5,10262.0,3,6,10,0,12,35
10,2,1,190,4,8,6216.0,15,4,14,40,17,50
4,3,0,1430,0,5,10844.0,18,5,20,0,19,50
4,3,0,1515,0,5,11134.0,24,3,16,55,18,10
3,1,4,140,4,8,5277.0,18,6,22,5,0,25
4,2,1,1705,1,8,14300.0,27,6,8,10,12,35
4,0,5,1290,0,8,17471.0,6,3,22,50,20,20
4,3,0,730,0,5,10844.0,21,5,21,10,9,20
8,0,5,170,4,7,5469.0,15,3,5,45,8,35
4,2,1,1355,0,5,10262.0,9,6,14,0,12,35
8,2,1,375,0,8,7185.0,6,3,16,35,22,50
0,3,0,150,4,8,3807.0,18,6,19,55,22,25
4,2,1,655,0,8,14714.0,1,6,17,30,4,25
10,3,0,790,0,8,8610.0,6,5,7,10,20,20
4,2,1,705,0,8,17234.0,6,3,7,5,18,50
6,2,1,565,2,8,15629.0,12,6,11,35,21,0
6,2,1,855,1,8,6128.0,27,3,7,5,21,20
4,2,1,745,0,8,16289.0,9,3,16,0,4,25
4,2,1,810,1,8,15129.0,9,5,5,30,19,0
4,0,5,1220,0,5,7832.0,21,3,14,5,10,25
4,0,5,490,0,8,22270.0,1,3,8,0,16,10
4,3,0,1005,0,8,11467.0,1,5,17,0,9,45
3,4,3,90,4,8,4392.0,9,5,19,5,20,35
8,3,0,150,4,8,4491.0,6,5,17,10,19,40
4,3,0,730,0,5,9663.0,18,5,21,10,9,20
3,2,1,415,0,8,5883.0,27,6,18,35,1,30
1,2,1,760,0,8,14777.0,3,3,19,0,7,40
0,3,0,220,0,8,5162.0,21,5,6,50,10,30
3,3,0,160,4,8,4804.0,1,6,21,25,0,5
4,3,0,1315,0,5,8529.0,12,6,14,5,12,0
4,3,0,590,0,5,10844.0,9,6,6,30,16,20
8,3,0,155,4,8,3873.0,9,4,6,55,9,30
3,3,0,165,4,8,4804.0,12,6,9,35,12,20
4,4,3,85,4,8,5678.0,12,5,2,55,4,20
4,3,0,705,0,8,12681.0,1,4,6,30,18,15
4,0,5,390,0,8,9623.0,15,3,5,50,12,20
6,2,1,725,0,8,15147.0,3,3,8,55,21,0
10,3,0,975,0,8,9345.0,24,5,7,10,23,25
4,3,0,910,0,5,7757.0,6,5,18,55,10,5
4,3,0,1170,0,5,10844.0,12,5,16,30,12,0
1,0,5,2105,1,8,11948.0,3,3,11,5,22,10
4,2,1,1790,1,8,13376.0,27,6,6,45,12,35
1,3,0,580,0,8,6117.0,15,5,19,0,4,40
3,2,1,675,0,8,6171.0,6,3,4,55,16,10
4,3,0,345,0,8,13626.0,12,6,14,5,19,50
4,0,5,1305,0,8,17471.0,6,3,21,25,19,10
6,2,1,535,0,8,7531.0,21,3,10,20,19,15
4,2,1,805,0,5,12373.0,9,5,15,0,4,25
4,2,1,330,0,8,16289.0,27,5,7,5,12,35
3,0,5,170,4,8,4777.0,24,3,10,10,13,0
4,0,2,180,4,5,5198.0,21,4,8,20,11,20
4,3,0,570,0,5,10844.0,6,6,14,5,23,35
1,0,2,165,4,8,7171.0,18,5,17,0,19,45
1,2,1,1470,1,8,11942.0,27,6,18,45,19,15
3,0,2,170,4,8,4423.0,27,4,10,30,13,20
10,2,1,175,4,8,5586.0,18,3,14,55,17,50
4,3,0,1145,0,5,11134.0,24,3,16,55,12,0
0,0,5,170,4,8,4284.0,24,3,5,50,8,40
1,3,0,150,4,8,6245.0,1,5,14,15,16,45
8,0,5,475,0,8,10341.0,15,3,10,20,18,15
8,0,5,170,4,8,6860.0,3,3,5,45,8,35
1,4,3,75,4,8,2050.0,3,4,19,30,20,45
6,2,1,465,0,5,5797.0,24,6,17,45,1,30
3,0,5,180,4,8,7648.0,9,3,8,30,11,30
1,0,5,165,4,8,8851.0,15,3,21,10,23,55
1,3,0,1165,1,8,13007.0,6,6,10,0,5,25
4,3,0,1450,0,8,13067.0,24,5,9,35,9,45
3,0,5,295,0,8,4049.0,18,3,16,55,21,50
4,3,0,1500,0,8,12692.0,12,6,17,0,18,0
1,1,4,135,4,8,4667.0,9,5,11,40,13,55
6,2,1,850,1,5,8938.0,3,3,7,10,21,20
3,2,1,480,0,8,10208.0,21,3,7,30,15,30
6,2,1,470,0,8,7354.0,3,6,11,25,19,15
1,0,2,165,4,8,5438.0,21,4,17,0,19,45
0,3,0,150,4,8,4107.0,24,5,22,50,1,20
4,3,0,975,0,5,11134.0,24,3,19,45,12,0
4,2,1,940,0,5,10262.0,15,6,20,55,12,35
1,3,0,1100,1,8,14083.0,24,5,7,0,1,20
10,3,0,975,0,8,9345.0,9,6,7,10,23,25
4,2,1,1145,0,5,12373.0,9,5,17,30,12,35
6,2,1,570,0,5,10196.0,15,6,16,0,1,30
3,2,1,300,0,8,5947.0,15,4,16,0,21,0
4,3,0,1155,0,8,13044.0,12,6,14,5,9,20
4,3,0,1655,0,5,9663.0,18,5,5,45,9,20
4,0,5,875,0,8,27992.0,1,3,5,45,20,20
3,3,0,280,0,8,7476.0,24,3,15,10,19,50
1,3,0,805,0,8,10413.0,9,6,7,0,20,25
6,2,1,455,0,8,10261.0,1,6,11,40,19,15
4,3,0,840,0,8,14151.0,6,6,9,35,23,35
1,0,2,165,4,8,5176.0,6,4,6,10,8,55
4,2,1,1105,0,8,14714.0,6,6,10,0,4,25
4,3,0,1285,0,5,9314.0,15,5,17,0,14,25
4,2,1,395,0,8,14714.0,24,6,21,50,4,25
6,2,1,660,0,8,12192.0,6,6,8,0,19,0
8,4,3,90,4,8,1759.0,3,4,22,45,0,15
3,2,1,320,0,8,4744.0,27,3,2,5,7,25
4,0,2,180,4,8,7229.0,21,5,19,50,22,50
4,2,1,1685,0,8,15029.0,9,3,0,20,4,25
3,3,0,160,4,8,4462.0,15,3,20,25,23,5
8,1,4,135,4,8,6300.0,12,3,8,20,10,35
1,4,3,75,4,8,2575.0,21,3,19,30,20,45
4,0,5,1455,0,5,11087.0,12,3,18,55,19,10
6,2,1,560,0,8,6305.0,27,3,4,0,13,20
10,0,5,160,4,8,8290.0,9,3,19,40,22,20
4,0,2,180,4,5,5769.0,18,6,7,10,10,10
3,0,2,180,4,8,4990.0,12,4,21,15,0,15
0,0,5,165,4,8,6135.0,3,3,23,25,2,10
3,2,1,345,0,8,5733.0,27,3,2,0,7,45
6,2,1,900,0,8,7670.0,15,5,6,0,21,0
4,2,1,1430,1,8,12819.0,27,6,19,10,19,0
3,0,2,170,4,8,4823.0,3,5,20,0,22,50
3,2,1,965,0,8,6979.0,9,5,4,55,21,0
1,3,0,545,0,8,10493.0,24,3,9,25,18,30
1,2,1,1395,1,8,16111.0,9,3,20,0,19,15
1,2,1,1275,1,8,10651.0,9,6,22,0,19,15
3,2,1,665,0,8,6600.0,27,5,5,5,16,10
4,2,1,1320,1,5,10919.0,12,6,14,35,12,35
3,3,0,165,4,8,5198.0,21,3,10,10,12,55
1,0,5,1890,1,8,12778.0,12,3,8,50,16,20
3,4,3,85,4,8,2754.0,27,3,19,5,20,30
4,2,1,1195,1,8,15129.0,9,5,23,5,19,0
3,2,1,305,0,8,7255.0,9,5,20,25,1,30
6,2,1,375,0,8,14486.0,21,3,7,5,13,20
2,2,1,355,0,8,6591.0,21,4,7,0,12,55
8,0,2,175,4,7,3573.0,21,5,21,10,0,5
4,2,1,1295,0,5,10262.0,1,6,15,0,12,35
4,3,0,910,0,8,14388.0,15,5,18,55,10,5
4,2,1,1530,0,8,14714.0,3,6,17,30,19,0
4,2,1,1025,1,5,10368.0,12,6,19,30,12,35
8,1,4,155,4,8,3384.0,21,3,9,30,12,5
1,3,0,1540,0,8,7742.0,24,3,12,0,13,40
3,2,1,345,0,8,6386.0,9,6,2,0,7,45
4,0,2,185,4,5,7229.0,6,6,18,55,22,0
1,3,0,545,0,8,8891.0,6,5,9,25,18,30
6,2,1,480,0,8,13587.0,1,6,13,0,21,0
3,2,1,350,0,8,8227.0,27,3,7,30,13,20
1,3,0,805,1,8,12125.0,1,4,9,50,23,15
8,3,0,140,4,8,3873.0,15,6,22,20,0,40
6,2,1,570,0,8,13377.0,12,6,16,0,1,30
4,3,0,1630,0,8,10953.0,12,5,20,25,23,35
8,3,0,160,4,8,4622.0,9,3,6,55,9,35
4,3,0,1210,0,8,14231.0,24,3,13,55,10,5
4,2,1,1270,0,5,10262.0,24,6,21,50,19,0
3,0,2,170,4,8,3943.0,15,4,22,10,1,0
10,3,0,1440,0,8,8610.0,12,5,20,20,20,20
6,2,1,915,0,8,6717.0,21,3,7,5,22,20
6,2,1,630,0,8,10877.0,24,6,8,30,19,0
3,3,0,290,0,8,4775.0,1,5,15,15,20,5
4,3,0,365,0,8,14571.0,9,6,16,30,22,35
8,0,5,175,4,7,6205.0,24,3,9,35,12,30
4,3,0,1295,0,8,14151.0,18,5,20,25,18,0
6,2,1,560,0,8,6637.0,27,3,11,40,21,0
1,0,5,1640,1,8,12074.0,3,3,7,30,10,50
3,3,0,155,4,8,4804.0,21,6,11,30,14,5
3,3,0,315,0,8,7252.0,6,5,21,0,2,15
3,2,1,275,0,8,6069.0,3,6,7,35,12,10
4,2,1,450,0,8,15554.0,9,5,11,30,19,0
3,1,4,165,4,8,3850.0,18,5,15,40,18,25
1,2,1,1470,1,8,12940.0,18,5,18,45,19,15
8,3,0,435,0,8,8844.0,1,5,11,15,18,30
4,2,1,715,0,5,15190.0,12,6,7,5,19,0
4,0,5,490,0,5,9134.0,15,3,8,0,16,10
4,2,1,940,0,8,11822.0,9,4,20,55,12,35
6,2,1,630,0,8,15078.0,9,5,15,0,1,30
8,4,3,85,4,8,11005.0,1,3,22,45,0,10
3,2,1,635,0,8,7006.0,21,3,15,0,1,35
3,0,5,295,0,8,4259.0,9,3,16,55,21,50
1,2,1,1305,1,8,11762.0,9,3,21,30,19,15
4,0,5,1445,0,5,8147.0,24,3,8,55,9,0
8,3,0,155,4,7,3841.0,27,5,6,55,9,30
3,3,0,155,4,8,4174.0,3,4,17,15,19,50
4,2,1,655,0,5,12898.0,27,5,17,30,4,25
8,2,1,380,0,8,5583.0,6,6,15,45,22,5
4,2,1,450,0,5,10262.0,6,6,11,30,19,0
4,0,2,165,4,8,7229.0,6,5,6,0,8,45
4,2,1,1375,1,8,15129.0,21,5,5,30,4,25
10,0,2,170,4,8,4668.0,9,6,21,0,23,50
3,0,2,175,4,8,4990.0,18,4,18,25,21,20
3,3,0,165,4,8,6985.0,24,3,22,10,0,55
3,0,2,180,4,8,4823.0,3,4,16,55,19,55
10,3,0,700,0,8,9345.0,18,5,7,10,18,50
4,3,0,1575,0,5,10844.0,15,5,14,5,16,20
4,2,1,1620,1,8,14657.0,9,5,9,35,12,35
3,2,1,665,0,8,6818.0,3,6,5,5,16,10
1,2,1,1545,1,8,11543.0,15,5,5,55,7,40
8,4,3,85,4,7,2175.0,24,3,22,45,0,10
4,3,0,1285,0,5,10844.0,6,6,18,55,16,20
4,4,3,85,4,8,8040.0,1,4,7,5,8,30
4,3,0,740,0,8,14571.0,6,6,8,25,20,45
4,3,0,330,0,8,14571.0,9,6,6,30,12,0
4,2,1,1235,0,5,12898.0,21,5,16,0,12,35
6,2,1,555,0,8,14848.0,12,6,10,0,19,15
6,2,1,390,0,8,8283.0,18,5,19,0,1,30
4,0,2,175,4,8,7229.0,21,4,15,15,18,10
6,2,1,830,0,8,8405.0,18,5,11,40,1,30
4,2,1,1365,1,8,19266.0,3,3,5,40,4,25
1,2,1,875,0,8,11038.0,6,3,17,40,8,15
4,0,2,185,4,8,8016.0,12,6,18,55,22,0
8,1,4,140,4,8,3384.0,21,3,17,45,20,5
3,2,1,415,0,8,6573.0,9,4,18,35,1,30
4,2,1,1195,1,8,12819.0,24,6,23,5,19,0
4,2,1,1125,1,8,15129.0,21,5,9,40,4,25
3,0,2,170,4,8,3943.0,27,6,23,30,2,20
4,0,5,805,0,5,7832.0,24,3,22,50,12,15
3,0,5,175,4,8,6860.0,24,3,7,10,10,5
3,0,2,175,4,8,4823.0,12,5,18,25,21,20
1,0,2,165,4,8,5228.0,6,5,17,0,19,45
4,3,0,345,0,8,13364.0,1,4,14,5,19,50
4,0,5,885,0,8,13555.0,18,3,16,55,7,40
3,1,4,140,4,8,5277.0,6,3,22,5,0,25
1,3,0,1100,1,8,13243.0,12,5,7,0,1,20
6,2,1,780,0,8,9794.0,9,5,6,0,19,0
4,0,2,165,4,8,8016.0,6,6,6,0,8,45
6,2,1,480,0,8,13377.0,1,6,17,30,1,30
4,3,0,1745,0,8,12692.0,9,6,17,0,22,5
1,3,0,610,1,8,10697.0,6,6,8,20,18,30
8,1,4,155,4,8,3384.0,27,3,9,30,12,5
3,2,1,940,0,8,6734.0,9,5,6,50,22,30
4,3,0,800,0,5,10844.0,6,6,20,0,9,20
1,0,2,170,4,8,5228.0,24,5,21,5,23,55
1,3,0,1545,0,8,8891.0,24,5,9,25,11,10
3,1,4,140,4,8,3384.0,27,3,7,55,10,15
6,2,1,780,0,8,17057.0,3,3,8,0,21,0
3,3,0,265,0,8,3480.0,3,4,19,20,23,45
8,0,2,170,4,8,4423.0,3,5,9,30,12,20
4,3,0,1330,0,8,14178.0,9,6,6,30,4,40
8,2,1,270,0,7,4760.0,24,6,8,45,13,15
4,3,0,800,0,8,14151.0,1,4,20,25,9,45
4,3,0,1220,0,8,12681.0,1,4,20,0,16,20
4,2,1,195,4,5,4886.0,3,4,11,0,14,15
0,3,0,155,4,8,3807.0,21,6,10,20,12,55
3,3,0,155,4,8,4804.0,18,5,4,40,7,15
3,0,5,290,0,8,5694.0,9,3,7,30,12,20
6,2,1,600,0,8,10197.0,24,5,9,0,19,0
3,0,2,170,4,8,4077.0,15,6,23,30,2,20
4,3,0,705,0,8,14781.0,1,5,6,30,18,15
3,3,0,155,4,8,5224.0,9,5,11,30,14,5
3,3,0,160,4,8,4804.0,24,4,21,25,0,5
4,3,0,1330,0,5,8586.0,21,5,6,30,4,40
1,3,0,1515,0,8,7662.0,21,5,12,0,13,15
4,2,1,535,0,8,18550.0,3,3,9,55,18,50
10,3,0,385,0,8,8610.0,12,6,17,0,23,25
4,0,2,180,4,8,7229.0,1,5,7,10,10,10
1,3,0,1165,1,8,12009.0,6,6,10,0,5,25
4,3,0,1685,0,8,14151.0,18,5,17,0,21,5
1,2,1,170,4,8,4729.0,9,4,5,10,8,0
1,2,1,170,4,8,7931.0,3,3,5,10,8,0
4,2,1,1505,0,5,12898.0,21,5,11,30,12,35
4,2,1,1295,0,8,16289.0,9,3,6,50,4,25
4,2,1,1295,1,8,13292.0,3,6,21,25,19,0
6,2,1,780,0,8,7618.0,27,5,8,0,21,0
6,2,1,435,0,8,13377.0,15,6,18,15,1,30
0,3,0,955,0,8,5192.0,12,6,7,35,23,30
6,2,1,455,0,5,7268.0,24,6,11,40,19,15
4,3,0,800,0,5,12384.0,24,5,20,25,9,45
3,0,5,170,4,8,5694.0,15,3,4,0,6,50
4,0,5,420,1,8,16338.0,18,3,8,55,15,55
6,2,1,750,0,8,7198.0,6,6,13,0,1,30
4,2,1,650,0,5,6540.0,21,3,8,0,18,50
4,4,3,90,4,5,3210.0,3,6,19,35,21,5
8,3,0,155,4,8,3873.0,18,6,6,55,9,30
0,0,2,165,4,8,4483.0,21,4,11,10,13,55
0,2,1,340,0,8,6752.0,15,5,16,45,22,25
3,0,2,175,4,8,4823.0,12,4,7,10,10,5
1,3,0,745,0,8,10203.0,6,5,20,30,8,55
8,3,0,140,4,8,3873.0,18,5,22,20,0,40
8,4,3,80,4,8,2017.0,27,3,13,10,14,30
4,3,0,1215,0,5,8586.0,6,6,8,25,4,40
4,0,5,695,0,0,31825.0,1,3,22,50,10,25
1,3,0,1665,1,8,16057.0,15,5,10,0,13,45
4,2,1,1570,0,5,10262.0,6,6,2,15,4,25
3,2,1,305,0,8,6593.0,1,6,20,25,1,30
8,0,2,175,4,8,3971.0,24,6,21,10,0,5
4,2,1,1415,0,8,16289.0,9,3,19,15,18,50
4,3,0,1450,0,5,9314.0,1,5,9,35,9,45
4,0,2,180,4,5,4030.0,21,5,17,45,20,45
6,2,1,420,0,8,13587.0,12,6,14,0,21,0
4,3,0,1295,0,5,9314.0,1,5,20,25,18,0
0,2,1,625,0,8,6253.0,15,6,20,45,7,10
0,3,0,955,0,8,5192.0,15,4,7,35,23,30
1,3,0,1700,1,8,16372.0,1,5,9,25,13,45
10,0,2,170,4,8,5403.0,24,4,11,30,14,20
6,2,1,440,0,8,11200.0,27,3,11,30,18,50
3,1,4,145,4,8,3858.0,12,6,11,35,14,0
3,3,0,155,4,8,4174.0,6,4,15,30,18,5
1,2,1,185,4,8,5411.0,27,4,18,5,21,10
3,4,3,90,4,8,3175.0,15,5,16,55,18,25
3,1,4,140,4,8,3858.0,24,5,14,45,17,5
4,3,0,520,0,8,13941.0,1,5,20,0,4,40
1,2,1,1800,1,8,12182.0,15,6,13,15,19,15
3,0,2,180,4,8,4990.0,21,6,16,55,19,55
4,3,0,1540,0,5,10539.0,9,6,20,25,22,5
3,0,5,175,4,8,6860.0,9,3,10,5,13,0
10,2,1,175,4,8,8001.0,6,3,14,55,17,50
4,2,1,1210,0,5,10262.0,27,6,22,50,19,0
10,3,0,385,0,8,8085.0,6,5,17,0,23,25
3,0,2,170,4,8,3419.0,27,6,0,25,3,15
1,3,0,1665,1,8,15164.0,1,5,10,0,13,45
3,3,0,165,4,8,6565.0,24,3,17,15,20,0
4,2,1,805,1,5,9254.0,27,3,5,25,18,50
0,3,0,220,0,8,6857.0,6,6,6,50,10,30
1,3,0,1100,1,8,12140.0,12,5,7,0,1,20
8,3,0,145,4,7,3841.0,6,6,9,0,11,25
4,3,0,685,0,8,14781.0,6,5,8,25,19,50
